Employee ID,Name,Role,Department,Experience Level,Years of Experience,AutoCAD,Autodesk Inventor,OpenCascade,Three.js,Eyeshot,HOOPS,JavaScript,C#,Python,React,Node.js,ASP.NET,Unity,Unreal Engine,Revit,Navisworks,Current Project,Client,Availability Status,Next Availability Date
EMP0740,Stephen Fields,Tester,Game Testing,Senior,3,3,3,1,2,0,0,0,3,3,3,1,1,2,3,3,3,Orchestrate Vertical Partnerships,Dassault,Partially Available,2025-06-26
EMP0741,James Johnson,Tester,CAD,Junior,10,2,3,0,3,2,3,2,1,3,2,3,3,1,2,1,3,Brand Viral Applications,Epic Games,Unavailable,2025-07-08
EMP0742,Timothy Lopez,Developer,CAD,Mid,5,0,2,2,1,2,3,3,3,0,1,2,3,3,3,3,3,Harness Efficient Niches,Dassault,Partially Available,2025-08-18
EMP0743,Heather Johnson,Tester,Game Testing,Senior,1,1,0,3,0,3,2,2,3,3,3,3,2,1,2,3,3,Utilize Mission-Critical Eyeballs,Autodesk,Unavailable,2025-06-05
EMP0744,Dennis Gonzalez,Tester,Game Testing,Junior,7,0,0,2,3,2,3,2,2,2,3,3,3,1,2,2,1,Syndicate 24/7 Vortals,Roblox,Unavailable,2025-05-27
EMP0745,Johnny Haynes,Designer,BIM,Mid,19,2,3,2,3,2,1,1,3,2,2,3,2,1,1,3,3,Strategize Dynamic Convergence,Dassault,Available,2025-07-21
EMP0746,Amanda Romero,Designer,Game Testing,Junior,19,3,1,2,1,2,3,2,0,3,2,3,2,1,3,1,2,Monetize Scalable Convergence,Autodesk,Partially Available,2025-05-28
EMP0747,Timothy Jones,Tester,BIM,Senior,3,2,2,2,1,3,1,3,1,3,3,1,3,3,3,1,2,Implement One-To-One Experiences,Autodesk,Available,2025-06-18
EMP0748,Regina Garcia,Designer,Game Testing,Mid,4,3,2,0,1,3,1,0,1,3,2,2,2,2,2,3,1,Grow Viral Supply-Chains,Roblox,Unavailable,2025-05-26
EMP0749,Emily Soto,Designer,BIM,Senior,5,1,3,3,3,1,2,2,3,3,2,2,3,2,0,2,1,Drive Collaborative Convergence,Epic Games,Partially Available,2025-08-16
EMP0750,Christopher Taylor,Designer,CAD,Mid,10,1,2,3,3,3,3,2,1,2,1,3,3,2,3,2,2,Matrix Best-Of-Breed Solutions,Autodesk,Available,2025-07-17
EMP0751,Linda Goodwin,Designer,BIM,Senior,20,3,2,3,2,0,1,0,1,3,2,1,3,2,3,3,3,Enable Next-Generation Interfaces,Dassault,Available,2025-07-04
EMP0752,Jessica Wells,Developer,Game Testing,Mid,13,2,1,1,0,2,3,3,2,3,3,1,2,0,3,3,0,Grow Cross-Media Applications,Autodesk,Unavailable,2025-07-13
EMP0753,Kyle Herrera,Developer,Game Testing,Mid,5,2,3,3,3,1,2,0,1,3,3,3,2,2,3,3,2,Redefine 24/7 Initiatives,Roblox,Unavailable,2025-06-03
EMP0754,Kevin Cain,Designer,Game Testing,Senior,16,0,2,1,1,3,0,1,2,3,3,0,1,1,3,2,0,Transition Clicks-And-Mortar Niches,Siemens,Available,2025-07-31
EMP0755,Nancy Jordan,Designer,CAD,Junior,11,0,2,3,2,3,2,0,3,2,2,2,3,2,1,3,3,Maximize Sticky Initiatives,Epic Games,Partially Available,2025-08-15
EMP0756,Paul Fuentes,Designer,CAD,Junior,5,3,0,1,0,2,2,1,3,1,1,3,1,3,3,2,2,Target Customized Platforms,Siemens,Unavailable,2025-07-10
EMP0757,Amanda Stewart,Developer,Game Testing,Senior,19,2,3,2,1,1,1,2,3,1,3,2,0,3,3,3,3,Exploit Seamless Markets,Epic Games,Partially Available,2025-08-08
EMP0758,Stephanie Adams,Designer,BIM,Senior,5,3,1,2,2,2,3,2,1,3,1,1,1,2,2,2,3,Harness Web-Enabled Models,Dassault,Unavailable,2025-06-28
EMP0759,William Gill,Tester,CAD,Mid,3,0,2,0,2,2,2,2,3,3,3,3,3,1,0,2,2,Facilitate Back-End Partnerships,Siemens,Available,2025-07-09
EMP0760,George Woods,Tester,CAD,Junior,10,2,3,2,3,3,3,1,3,1,2,0,1,3,3,3,3,Utilize Sticky Eyeballs,Autodesk,Partially Available,2025-08-14
EMP0761,Zachary Patterson,Developer,BIM,Senior,12,2,2,3,2,2,1,0,1,2,3,3,3,3,2,2,2,Streamline Cross-Media Models,Dassault,Partially Available,2025-07-24
EMP0762,Catherine Cook,Tester,Game Testing,Senior,17,3,1,0,3,2,1,1,2,0,2,1,2,0,3,3,1,Optimize Value-Added Convergence,Roblox,Unavailable,2025-06-15
EMP0763,Omar Walker,Developer,Game Testing,Mid,17,3,2,0,0,3,3,1,1,2,3,0,3,0,3,3,2,Incubate Next-Generation Initiatives,Roblox,Unavailable,2025-08-14
EMP0764,Jennifer Savage,Designer,Game Testing,Senior,17,2,1,3,3,2,3,1,1,1,3,3,2,3,3,3,2,Brand Value-Added Partnerships,Epic Games,Available,2025-07-15
EMP0765,William Wilson,Designer,Game Testing,Senior,10,2,3,3,1,3,2,3,1,2,0,1,3,3,3,1,0,Transform Front-End Systems,Roblox,Unavailable,2025-07-12
EMP0766,Joshua Fox,Developer,BIM,Senior,17,1,2,3,0,1,2,3,3,3,2,3,1,1,3,2,0,Transition Customized Users,Siemens,Unavailable,2025-07-05
EMP0767,Daniel Myers,Tester,CAD,Mid,16,1,1,2,3,2,0,1,0,2,3,2,0,1,3,2,2,Deliver Customized Schemas,Autodesk,Available,2025-06-19
EMP0768,Jessica Morales,Tester,CAD,Junior,8,2,2,1,2,2,1,2,3,3,3,0,3,3,2,0,1,Leverage Clicks-And-Mortar Synergies,Roblox,Partially Available,2025-06-22
EMP0769,Gabrielle Glover,Developer,Game Testing,Senior,2,1,0,3,2,3,1,0,2,3,2,0,0,1,0,0,2,Reinvent Back-End Metrics,Autodesk,Partially Available,2025-06-26
EMP0770,Matthew Harmon,Tester,Game Testing,Mid,8,3,0,2,2,2,3,1,3,3,3,2,3,2,2,3,2,Morph Frictionless Roi,Epic Games,Unavailable,2025-05-26
EMP0771,Scott Fletcher,Developer,CAD,Senior,11,3,3,1,2,2,1,2,3,2,3,3,2,1,3,1,1,Incentivize Extensible E-Services,Epic Games,Partially Available,2025-06-21
EMP0772,Dustin Torres,Designer,CAD,Mid,15,2,1,3,3,3,0,3,3,3,3,1,1,3,3,3,0,Re-Intermediate One-To-One Partnerships,Autodesk,Partially Available,2025-07-20
EMP0773,Jeremy Pruitt,Developer,BIM,Senior,12,1,3,3,2,3,3,2,3,1,3,3,1,1,3,2,0,Target Intuitive Content,Autodesk,Available,2025-07-28
EMP0774,Elizabeth Jackson,Developer,Game Testing,Junior,15,2,0,3,1,2,3,2,3,2,2,2,2,2,3,1,3,Facilitate Back-End Web Services,Roblox,Partially Available,2025-07-28
EMP0775,Dr. Elizabeth Williams,Designer,CAD,Mid,19,3,3,2,3,3,2,1,3,2,2,3,2,2,3,3,2,Target Turn-Key Bandwidth,Dassault,Unavailable,2025-06-04
EMP0776,Michael Meyer,Developer,Game Testing,Senior,15,2,3,2,3,3,2,3,2,2,1,2,1,3,2,3,2,Optimize Bleeding-Edge Partnerships,Dassault,Partially Available,2025-06-05
EMP0777,Angela Whitehead,Designer,BIM,Junior,10,1,3,3,0,2,2,2,3,3,1,3,2,3,2,0,3,Optimize Intuitive E-Markets,Roblox,Unavailable,2025-06-18
EMP0778,Jennifer Bowen DDS,Developer,BIM,Senior,6,3,1,3,3,3,0,3,1,2,2,3,3,2,3,3,3,Re-Contextualize Ubiquitous Paradigms,Autodesk,Unavailable,2025-08-05
EMP0779,Keith Sawyer,Tester,Game Testing,Senior,1,3,3,2,2,0,1,2,1,2,2,2,3,1,1,3,0,Whiteboard Compelling Initiatives,Epic Games,Available,2025-05-26
EMP0780,Lisa Boyd,Designer,BIM,Junior,3,0,2,2,3,2,3,2,2,1,3,1,3,2,3,2,3,Innovate Frictionless Solutions,Siemens,Unavailable,2025-06-19
EMP0781,Jessica Tanner,Designer,CAD,Senior,3,0,2,2,3,2,3,3,2,1,0,1,2,3,2,1,3,Transition E-Business Networks,Dassault,Partially Available,2025-08-16
EMP0782,Mathew Choi,Designer,CAD,Senior,13,2,2,1,3,3,2,3,2,2,2,2,1,1,2,3,3,Aggregate Virtual Roi,Epic Games,Available,2025-07-05
EMP0783,Rachael Reed,Developer,BIM,Junior,4,3,3,2,2,2,2,2,1,3,3,3,2,3,3,3,1,E-Enable Cross-Platform Models,Epic Games,Partially Available,2025-06-17
EMP0784,Jesse Mccoy,Tester,CAD,Mid,11,2,1,1,3,2,3,3,3,2,2,1,3,1,2,2,3,Innovate User-Centric Content,Siemens,Unavailable,2025-08-04
EMP0785,Jaime Steele,Designer,CAD,Mid,11,2,3,0,2,0,3,3,2,3,3,3,3,3,3,3,3,Mesh Innovative Architectures,Dassault,Partially Available,2025-08-05
EMP0786,Casey Mcgee,Tester,Game Testing,Senior,14,2,1,3,3,3,0,2,3,2,3,2,2,1,2,1,3,Synthesize User-Centric Web-Readiness,Roblox,Partially Available,2025-06-27
EMP0787,Kathryn Serrano,Tester,Game Testing,Senior,16,3,2,2,1,3,2,2,1,2,2,2,3,2,0,2,3,Deliver Next-Generation Solutions,Roblox,Available,2025-07-16
EMP0788,Benjamin Young,Tester,CAD,Mid,5,0,3,3,2,2,3,2,2,3,3,1,1,1,3,2,2,Empower Sticky Mindshare,Epic Games,Available,2025-08-09
EMP0789,Joshua Price,Designer,Game Testing,Junior,2,1,3,2,2,2,3,3,3,1,0,3,1,0,1,1,1,Synthesize Open-Source Models,Roblox,Available,2025-07-23
EMP0790,Nicole Conway,Developer,BIM,Senior,16,1,1,2,3,3,2,0,3,3,3,2,3,3,3,2,2,Envisioneer Integrated Technologies,Autodesk,Available,2025-07-21
EMP0791,Shannon Walls,Developer,BIM,Senior,17,3,3,2,3,2,1,3,0,1,3,1,3,0,3,3,1,Transition Mission-Critical Networks,Epic Games,Available,2025-06-21
EMP0792,Dr. Gregory Baker,Designer,BIM,Mid,19,3,2,3,2,0,2,3,1,3,2,3,3,2,3,3,2,Cultivate Holistic Mindshare,Dassault,Unavailable,2025-07-23
EMP0793,Lindsay Adams,Developer,BIM,Mid,8,3,2,3,3,3,1,3,3,3,3,3,1,3,3,2,2,Benchmark 24/365 Interfaces,Dassault,Unavailable,2025-07-29
EMP0794,Holly Anderson,Tester,BIM,Mid,17,1,3,1,1,2,2,2,3,3,3,3,0,2,1,1,3,Engage Clicks-And-Mortar Paradigms,Dassault,Unavailable,2025-07-04
EMP0795,Drew Aguilar,Tester,BIM,Mid,1,3,2,2,3,3,1,2,0,3,2,0,2,1,2,2,1,Optimize Magnetic Networks,Epic Games,Unavailable,2025-08-18
EMP0796,April Galvan,Developer,CAD,Senior,19,2,2,3,3,1,3,3,0,0,3,3,1,3,2,3,1,Harness End-To-End Methodologies,Siemens,Unavailable,2025-06-30
EMP0797,Connie Wilson,Developer,CAD,Mid,16,3,1,1,2,3,3,1,2,3,2,3,3,1,3,1,2,Unleash Revolutionary Platforms,Siemens,Available,2025-07-22
EMP0798,David Jones,Tester,BIM,Senior,4,3,3,2,3,3,1,3,2,1,3,3,1,3,3,3,2,Aggregate Innovative Web-Readiness,Roblox,Unavailable,2025-07-14
EMP0799,Donald Mcneil,Designer,CAD,Mid,5,3,0,3,2,3,3,2,3,2,1,2,3,1,3,2,3,Enable Plug-And-Play E-Business,Dassault,Available,2025-08-21
EMP0800,Margaret Dickerson,Designer,CAD,Senior,16,3,3,2,2,2,0,2,1,3,2,1,1,2,1,2,2,E-Enable Best-Of-Breed E-Business,Siemens,Partially Available,2025-08-04
EMP0801,Angela Horton,Tester,Game Testing,Junior,7,0,3,3,2,2,3,3,1,2,2,2,1,3,1,0,1,Drive Customized Mindshare,Dassault,Unavailable,2025-07-25
EMP0802,Jasmine Carroll,Designer,Game Testing,Senior,13,1,3,2,3,2,2,3,2,3,2,1,3,3,3,1,0,Engage Cutting-Edge Action-Items,Dassault,Unavailable,2025-08-17
EMP0803,Krista Allen,Designer,CAD,Senior,8,3,1,1,3,3,0,2,3,3,3,3,3,3,3,1,2,Re-Intermediate Cross-Media Partnerships,Roblox,Partially Available,2025-05-28
EMP0804,Erin Castaneda,Developer,CAD,Junior,12,3,3,1,1,3,3,2,2,1,3,1,0,2,2,0,2,Aggregate World-Class E-Markets,Dassault,Available,2025-06-14
EMP0805,Whitney Pugh,Designer,Game Testing,Mid,7,2,2,2,3,1,3,2,0,3,2,2,3,0,2,2,2,Deploy Web-Enabled Technologies,Dassault,Available,2025-06-24
EMP0806,Benjamin Hicks,Designer,CAD,Junior,8,1,3,2,0,3,3,3,2,3,3,1,1,2,1,3,3,Expedite Distributed E-Tailers,Autodesk,Partially Available,2025-07-20
EMP0807,Andrew Hernandez,Developer,Game Testing,Senior,10,3,3,1,3,2,3,3,1,3,2,2,2,2,3,2,2,Architect Mission-Critical Portals,Autodesk,Partially Available,2025-08-16
EMP0808,Leslie Strickland,Tester,Game Testing,Junior,20,0,0,2,2,2,1,2,3,3,3,2,0,2,3,3,2,Streamline Dynamic Content,Epic Games,Partially Available,2025-06-21
EMP0809,Cheryl Rogers,Tester,BIM,Mid,2,2,1,3,2,3,2,1,3,3,1,3,2,3,3,2,2,Maximize Bricks-And-Clicks Schemas,Epic Games,Unavailable,2025-06-09
EMP0810,Jack Rivera,Developer,BIM,Mid,14,2,1,3,2,3,3,3,2,3,1,1,3,3,2,2,3,Deploy Efficient Relationships,Siemens,Partially Available,2025-08-18
EMP0811,Stephen Scott,Designer,Game Testing,Mid,13,3,2,2,3,3,1,3,3,2,2,1,0,3,2,1,2,Utilize Scalable Methodologies,Siemens,Unavailable,2025-05-27
EMP0812,Sheena Stephens,Designer,BIM,Senior,16,3,2,3,1,1,3,3,1,3,3,2,1,3,2,3,2,Whiteboard Plug-And-Play Metrics,Roblox,Available,2025-07-15
EMP0813,Nicholas Wallace,Developer,CAD,Mid,18,2,0,3,1,2,2,0,3,3,3,1,2,1,1,3,2,Grow Magnetic E-Services,Autodesk,Unavailable,2025-08-22
EMP0814,Jose Brown,Developer,Game Testing,Mid,14,2,2,1,2,1,3,0,3,3,3,3,3,3,3,3,0,Implement Real-Time Partnerships,Siemens,Available,2025-08-15
EMP0815,Lisa Erickson,Developer,Game Testing,Mid,14,1,2,1,0,3,3,1,3,1,3,2,2,1,0,1,3,Incentivize Cross-Media Initiatives,Dassault,Available,2025-07-04
EMP0816,Kenneth Powers,Designer,Game Testing,Senior,19,2,3,1,2,1,1,3,0,2,0,2,2,1,3,2,2,Aggregate B2C Users,Dassault,Partially Available,2025-08-19
EMP0817,Rachael Silva,Tester,Game Testing,Senior,3,3,3,3,2,1,2,1,3,2,3,2,2,3,2,1,2,Deliver Holistic Functionalities,Autodesk,Available,2025-07-02
EMP0818,James Prince,Tester,CAD,Senior,6,3,3,3,2,3,1,3,0,3,3,2,3,3,1,2,3,Exploit Out-Of-The-Box Methodologies,Roblox,Unavailable,2025-07-07
EMP0819,Kayla Taylor,Tester,CAD,Mid,1,3,3,3,2,2,1,3,1,1,2,2,2,3,2,0,3,Seize Vertical Portals,Autodesk,Available,2025-06-08
EMP0820,Carrie Hawkins,Developer,CAD,Junior,1,0,3,1,2,0,3,3,3,1,3,3,1,2,3,3,1,Embrace Holistic Methodologies,Epic Games,Available,2025-08-02
EMP0821,George Jones,Tester,CAD,Mid,19,1,3,0,1,3,3,2,1,2,2,3,1,0,3,1,1,Deliver Value-Added Paradigms,Roblox,Partially Available,2025-07-29
EMP0822,Scott Buchanan,Developer,Game Testing,Junior,16,3,3,2,2,1,1,3,2,3,3,0,3,3,1,3,3,Target Virtual Deliverables,Roblox,Available,2025-07-26
EMP0823,Marisa Rodriguez,Designer,Game Testing,Junior,19,3,3,3,2,3,3,3,1,1,2,1,3,2,2,3,3,Synergize Robust Infrastructures,Dassault,Partially Available,2025-08-09
EMP0824,Adriana Jackson,Tester,Game Testing,Junior,6,2,1,2,2,3,1,2,0,0,3,3,2,1,2,3,2,Exploit E-Business Portals,Roblox,Partially Available,2025-07-28
EMP0825,Larry Craig,Developer,BIM,Senior,8,3,3,1,3,1,3,2,3,3,2,3,3,1,3,1,1,Empower Out-Of-The-Box Mindshare,Siemens,Unavailable,2025-05-26
EMP0826,Timothy Graves,Designer,Game Testing,Senior,16,1,3,2,2,1,2,2,2,3,1,2,2,2,1,1,3,Optimize Strategic Action-Items,Dassault,Unavailable,2025-07-18
EMP0827,Steven Orr,Developer,CAD,Junior,8,3,0,2,2,1,2,1,2,2,2,3,3,2,2,3,1,Exploit Ubiquitous Niches,Siemens,Unavailable,2025-08-23
EMP0828,Dr. Ryan Smith,Tester,Game Testing,Junior,10,2,3,3,1,3,2,3,3,2,1,2,1,3,3,3,1,Transform Impactful Niches,Autodesk,Available,2025-05-31
EMP0829,Craig Bishop,Tester,Game Testing,Senior,18,2,2,3,0,0,1,3,2,1,2,2,3,2,3,1,0,Redefine Sticky Applications,Roblox,Available,2025-06-09
EMP0830,Kelly Dickerson,Developer,CAD,Junior,10,3,3,2,3,0,3,2,2,1,1,2,0,3,3,3,2,Deploy Collaborative Content,Dassault,Partially Available,2025-05-29
EMP0831,Shannon Glenn,Developer,CAD,Junior,14,3,3,3,0,1,3,0,3,1,1,3,1,1,3,2,3,Maximize Mission-Critical Deliverables,Dassault,Unavailable,2025-06-06
EMP0832,Keith Murphy,Designer,CAD,Senior,17,3,1,1,1,3,3,1,3,2,2,3,1,2,1,3,3,Enhance Dot-Com Paradigms,Siemens,Unavailable,2025-07-24
EMP0833,Patrick Brewer,Developer,Game Testing,Junior,12,2,2,1,1,1,2,2,2,3,1,1,1,3,2,0,0,Target E-Business Web Services,Dassault,Partially Available,2025-06-29
EMP0834,Richard Hernandez,Designer,BIM,Mid,9,3,2,3,1,0,3,2,2,3,3,1,0,3,2,1,3,Syndicate Vertical Web Services,Autodesk,Unavailable,2025-07-11
EMP0835,Philip Duran,Tester,BIM,Mid,14,3,2,3,3,1,2,2,1,1,2,0,3,1,3,1,3,Seize Next-Generation Infrastructures,Siemens,Partially Available,2025-07-31
EMP0836,Randy Fry,Tester,Game Testing,Senior,9,2,1,3,0,1,3,2,2,2,3,2,1,1,1,3,2,Transition Compelling Eyeballs,Epic Games,Available,2025-06-30
EMP0837,Sarah Thornton,Tester,CAD,Senior,14,2,2,2,3,3,3,3,1,3,1,0,1,3,2,3,3,Embrace One-To-One E-Tailers,Epic Games,Unavailable,2025-08-20
EMP0838,Timothy Jones,Designer,BIM,Junior,5,3,0,3,3,3,3,3,2,3,1,1,3,2,2,2,2,Reinvent Visionary E-Services,Autodesk,Available,2025-07-31
EMP0839,Sarah Tucker,Developer,BIM,Junior,4,1,1,3,2,0,3,2,3,3,2,1,1,2,0,2,2,Synthesize World-Class Metrics,Epic Games,Unavailable,2025-06-18
EMP0840,Olivia Miller,Designer,Game Testing,Mid,19,1,3,3,3,3,3,2,2,3,3,3,0,3,1,1,3,Synergize Intuitive Niches,Epic Games,Unavailable,2025-05-31
EMP0841,Mark White,Developer,CAD,Mid,9,3,2,1,3,2,0,2,2,3,0,1,2,2,3,3,1,Brand Integrated Bandwidth,Siemens,Available,2025-08-23
EMP0842,Alison Brandt,Tester,BIM,Junior,19,2,3,1,1,2,1,3,2,3,3,3,2,3,1,3,1,Maximize Robust Experiences,Dassault,Available,2025-07-09
EMP0843,Laura Cruz,Tester,BIM,Mid,2,3,3,2,0,1,1,3,3,3,2,1,1,3,0,2,0,Monetize Bleeding-Edge Roi,Epic Games,Unavailable,2025-05-31
EMP0844,Benjamin Stevenson,Developer,BIM,Mid,12,2,2,3,0,0,1,2,2,2,0,0,3,2,1,3,2,Integrate Cutting-Edge Initiatives,Epic Games,Available,2025-07-05
EMP0845,Lisa Torres,Tester,BIM,Senior,20,2,1,0,3,3,3,2,3,1,3,0,3,1,2,2,3,Optimize Innovative Systems,Epic Games,Available,2025-08-14
EMP0846,Lisa Montes,Developer,CAD,Junior,1,3,3,3,0,0,2,2,3,3,1,2,2,2,1,0,3,Revolutionize Granular Action-Items,Siemens,Available,2025-08-07
EMP0847,Robin Robertson,Developer,BIM,Senior,19,1,3,2,3,2,3,1,2,3,2,3,1,2,2,3,2,Seize E-Business Methodologies,Roblox,Partially Available,2025-07-08
EMP0848,Susan Arellano,Designer,BIM,Mid,13,3,1,1,0,3,1,2,2,1,3,2,3,0,2,3,3,Streamline Innovative Vortals,Siemens,Available,2025-07-13
EMP0849,Richard Orozco,Tester,BIM,Junior,5,2,3,3,1,3,1,1,2,3,3,2,3,2,3,3,1,Deliver Ubiquitous Niches,Dassault,Unavailable,2025-06-05
EMP0850,Phillip Yates,Designer,CAD,Senior,3,1,2,2,3,2,2,3,2,2,0,0,0,3,1,3,3,Optimize 24/365 Partnerships,Epic Games,Partially Available,2025-07-28
EMP0851,Alexandria Rosario,Developer,BIM,Junior,5,3,3,1,2,2,3,2,0,1,3,2,3,3,3,1,2,Empower World-Class Networks,Roblox,Partially Available,2025-08-16
EMP0852,John Gilmore,Designer,CAD,Mid,13,3,1,3,3,2,3,0,3,2,2,2,3,2,1,3,3,Embrace Strategic Roi,Dassault,Available,2025-08-22
EMP0853,David Campos,Developer,CAD,Junior,6,3,3,2,3,0,2,2,3,3,3,1,3,3,3,2,3,Evolve Intuitive E-Services,Roblox,Available,2025-07-01
EMP0854,Tracy Mitchell,Tester,CAD,Junior,13,3,3,2,2,3,2,1,3,1,3,1,2,3,3,1,3,Exploit Impactful Info-Mediaries,Epic Games,Available,2025-08-14
EMP0855,Alan Ruiz,Developer,Game Testing,Senior,10,2,3,2,0,0,1,1,3,0,2,3,3,2,3,2,3,Mesh Collaborative Eyeballs,Epic Games,Unavailable,2025-06-16
EMP0856,Bradley Montgomery,Designer,Game Testing,Junior,17,3,3,3,1,3,2,2,2,1,3,3,1,2,0,0,3,Extend Dynamic Web-Readiness,Dassault,Partially Available,2025-07-25
EMP0857,Christine Lowe,Developer,Game Testing,Mid,4,2,3,1,3,1,3,3,1,3,3,3,3,1,3,3,3,Optimize Cross-Platform E-Commerce,Epic Games,Partially Available,2025-08-10
EMP0858,Robert Sheppard,Developer,CAD,Senior,5,2,3,3,3,3,0,1,2,3,0,2,3,3,1,3,3,Synergize Scalable Metrics,Autodesk,Available,2025-07-22
EMP0859,Paul Kirby,Developer,Game Testing,Junior,17,2,3,0,1,1,2,1,2,2,1,0,1,2,3,3,3,Scale Clicks-And-Mortar Infrastructures,Epic Games,Available,2025-07-22
EMP0860,Christopher Jones,Designer,Game Testing,Senior,8,3,1,2,3,3,3,1,3,3,2,3,1,2,2,3,2,Orchestrate Real-Time Bandwidth,Dassault,Unavailable,2025-07-27
EMP0861,Katherine Brock,Developer,CAD,Junior,2,3,2,2,3,3,3,2,2,1,3,2,1,2,3,2,2,Redefine Dot-Com Web Services,Epic Games,Partially Available,2025-06-14
EMP0862,Steven Larson,Tester,Game Testing,Junior,15,1,3,1,3,1,3,3,2,3,3,2,3,3,3,2,3,Implement Collaborative Schemas,Autodesk,Partially Available,2025-07-12
EMP0863,Alejandra Ortiz,Developer,CAD,Junior,17,3,3,3,2,2,3,3,2,2,2,3,2,2,3,3,1,Re-Contextualize Open-Source Eyeballs,Autodesk,Unavailable,2025-06-16
EMP0864,Cindy Tate,Tester,Game Testing,Senior,1,1,2,2,0,2,2,3,1,3,2,0,1,3,2,2,1,Aggregate Open-Source Roi,Epic Games,Available,2025-07-09
EMP0865,Shane Thomas,Developer,CAD,Junior,17,3,2,3,2,3,3,2,1,3,3,3,2,0,1,2,3,Utilize Best-Of-Breed Initiatives,Epic Games,Available,2025-07-16
EMP0866,Isaiah Davis,Developer,Game Testing,Senior,14,0,2,2,3,3,0,1,0,3,1,3,1,3,2,1,3,Reinvent Front-End Users,Epic Games,Partially Available,2025-08-05
EMP0867,Dylan Barnett,Tester,CAD,Mid,18,3,0,3,3,3,3,2,2,1,1,2,1,3,3,1,2,Morph Cross-Platform Supply-Chains,Epic Games,Unavailable,2025-06-02
EMP0868,Brandy Soto,Tester,Game Testing,Senior,1,3,1,0,1,2,3,0,1,2,3,2,1,3,3,3,3,Synergize Rich Convergence,Roblox,Available,2025-08-13
EMP0869,Jonathan Thornton,Tester,CAD,Junior,14,3,3,2,1,3,3,2,3,1,2,2,3,3,2,1,3,Revolutionize Sticky E-Services,Autodesk,Available,2025-08-21
EMP0870,Angela Yang,Designer,CAD,Senior,20,0,1,2,3,1,0,2,2,3,0,1,2,3,1,1,2,Enhance Compelling Action-Items,Epic Games,Partially Available,2025-08-17
EMP0871,Casey Knight,Tester,Game Testing,Mid,4,3,1,1,2,3,3,1,3,2,3,3,3,3,3,2,2,Maximize Frictionless Methodologies,Dassault,Unavailable,2025-07-21
EMP0872,Kristina Wiley,Tester,Game Testing,Mid,5,2,3,1,1,1,3,2,0,0,2,2,2,1,3,3,1,Transform Holistic Experiences,Epic Games,Partially Available,2025-07-01
EMP0873,Joanna Coleman,Developer,BIM,Mid,6,3,3,0,1,2,2,3,1,3,2,0,3,3,2,1,3,Morph Bricks-And-Clicks Infrastructures,Siemens,Partially Available,2025-06-17
EMP0874,Michael Acosta,Developer,Game Testing,Mid,10,3,3,3,3,1,3,2,2,1,1,1,2,1,1,1,3,Incentivize Wireless Partnerships,Autodesk,Partially Available,2025-08-04
EMP0875,Brittany Jones,Designer,CAD,Senior,4,3,2,0,2,2,0,1,2,3,3,2,1,2,2,2,0,Synergize Viral Interfaces,Siemens,Available,2025-08-19
EMP0876,Angela Torres,Designer,BIM,Senior,2,3,2,3,3,1,1,1,2,2,2,1,1,1,2,3,2,Synergize World-Class Methodologies,Siemens,Available,2025-06-07
EMP0877,Roger Hernandez,Designer,Game Testing,Junior,4,2,2,1,2,1,1,1,3,2,3,2,2,3,0,3,1,Leverage World-Class Content,Autodesk,Available,2025-07-21
EMP0878,Randy King,Designer,Game Testing,Mid,6,0,1,2,3,1,3,3,2,2,0,3,3,3,2,3,2,Engage Visionary E-Markets,Autodesk,Unavailable,2025-06-05
EMP0879,John Fox,Developer,Game Testing,Junior,16,3,3,2,2,0,1,2,3,1,3,1,3,2,3,3,3,Deliver Cross-Platform Bandwidth,Roblox,Available,2025-06-23
EMP0880,Karen Cox,Tester,Game Testing,Mid,2,1,3,2,1,1,2,1,3,1,3,3,2,1,1,1,3,Transform E-Business Users,Siemens,Unavailable,2025-05-31
EMP0881,Elizabeth Graham,Tester,Game Testing,Senior,14,3,2,3,2,2,1,2,2,1,3,3,3,3,1,2,2,Re-Contextualize Value-Added Channels,Epic Games,Available,2025-07-11
EMP0882,Sherry Weber,Tester,BIM,Junior,10,2,0,0,3,3,3,0,2,2,2,0,2,1,1,1,3,Generate Visionary Users,Siemens,Unavailable,2025-08-05
EMP0883,Chad Roman,Tester,BIM,Junior,12,3,0,2,0,0,3,2,0,0,1,3,3,2,2,3,1,Utilize Proactive Infrastructures,Dassault,Unavailable,2025-07-25
EMP0884,Christy Stephens,Tester,BIM,Senior,7,1,1,3,2,2,3,3,2,3,2,2,2,1,3,0,1,Scale Compelling Portals,Siemens,Available,2025-06-04
EMP0885,Ashley Ruiz,Developer,CAD,Mid,7,1,2,3,3,3,3,2,2,3,1,3,2,0,3,3,1,Exploit Open-Source E-Tailers,Dassault,Partially Available,2025-07-25
EMP0886,Candice Miller,Tester,CAD,Mid,8,3,3,1,2,2,1,2,1,3,1,3,2,2,3,3,0,Embrace Synergistic Systems,Siemens,Partially Available,2025-07-30
EMP0887,Tara Esparza,Designer,CAD,Junior,17,1,3,3,2,1,0,2,3,3,0,2,3,3,3,3,3,Scale Virtual Methodologies,Dassault,Partially Available,2025-06-11
